word,same,ambiguity_type,string,version,Class,order,version_with_order,prime,target,context,sentence1,sentence2,disambiguating_word1,disambiguating_word2,target_surprisal_sum,target_surprisal_mean,final_token_surprisal,n_target_tokens,model,checkpoint,n_params
seal,False,Homonymy,seal,M1_b_M2_b,N,s1_prime,M1_b_M2_b,It was a certified seal.,It was a trained seal.,It was a certified seal. It was a trained seal.,It was a certified seal.,It was a trained seal.,certified,trained,14.421648442745209,2.884329688549042,1.5768916606903076,5,EleutherAI/pythia-160m,32000,162322944
seal,True,Homonymy,seal,M1_a_M1_b,N,s1_prime,M1_a_M1_b,It was a gold seal.,It was a certified seal.,It was a gold seal. It was a certified seal.,It was a gold seal.,It was a certified seal.,gold,certified,18.395241856575012,3.6790483713150026,1.9989227056503296,5,EleutherAI/pythia-160m,32000,162322944
seal,True,Homonymy,seal,M2_a_M2_b,N,s1_prime,M2_a_M2_b,It was a circus seal.,It was a trained seal.,It was a circus seal. It was a trained seal.,It was a circus seal.,It was a trained seal.,circus,trained,15.046118557453156,3.0092237114906313,1.5996294021606445,5,EleutherAI/pythia-160m,32000,162322944
serve,False,Polysemy,served,M1_a_M2_a,V,s1_prime,M1_a_M2_a,She served a pie.,She served a summons.,She served a pie. She served a summons.,She served a pie.,She served a summons.,pie,summons,21.138264179229736,5.284566044807434,3.2475266456604004,4,EleutherAI/pythia-160m,32000,162322944
serve,False,Polysemy,served,M1_a_M2_b,V,s1_prime,M1_a_M2_b,She served a pie.,She served a warrant.,She served a pie. She served a warrant.,She served a pie.,She served a warrant.,pie,warrant,21.813776969909668,5.453444242477417,3.3571977615356445,4,EleutherAI/pythia-160m,32000,162322944
serve,False,Polysemy,served,M1_b_M2_a,V,s1_prime,M1_b_M2_a,She served a lasagna.,She served a summons.,She served a lasagna. She served a summons.,She served a lasagna.,She served a summons.,lasagna,summons,21.657918453216553,5.414479613304138,3.6490559577941895,4,EleutherAI/pythia-160m,32000,162322944
serve,False,Polysemy,served,M1_b_M2_b,V,s1_prime,M1_b_M2_b,She served a lasagna.,She served a warrant.,She served a lasagna. She served a warrant.,She served a lasagna.,She served a warrant.,lasagna,warrant,22.135202884674072,5.533800721168518,3.7852978706359863,4,EleutherAI/pythia-160m,32000,162322944
serve,True,Polysemy,served,M1_a_M1_b,V,s1_prime,M1_a_M1_b,She served a pie.,She served a lasagna.,She served a pie. She served a lasagna.,She served a pie.,She served a lasagna.,pie,lasagna,15.598973171785474,3.1197946343570946,2.3044371604919434,5,EleutherAI/pythia-160m,32000,162322944
serve,True,Polysemy,served,M2_a_M2_b,V,s1_prime,M2_a_M2_b,She served a summons.,She served a warrant.,She served a summons. She served a warrant.,She served a summons.,She served a warrant.,summons,warrant,15.727957487106323,3.931989371776581,4.3192267417907715,4,EleutherAI/pythia-160m,32000,162322944
sing,False,Polysemy,sang,M1_a_M2_a,V,s1_prime,M1_a_M2_a,The girl sang.,The bird sang.,The girl sang. The bird sang.,The girl sang.,The bird sang.,girl,bird,11.801315426826477,3.933771808942159,2.594747543334961,3,EleutherAI/pythia-160m,32000,162322944
sing,False,Polysemy,sang,M1_a_M2_b,V,s1_prime,M1_a_M2_b,The girl sang.,The cricket sang.,The girl sang. The cricket sang.,The girl sang.,The cricket sang.,girl,cricket,18.68056607246399,6.226855357487996,2.6746037006378174,3,EleutherAI/pythia-160m,32000,162322944
sing,False,Polysemy,sang,M1_b_M2_a,V,s1_prime,M1_b_M2_a,The choir sang.,The bird sang.,The choir sang. The bird sang.,The choir sang.,The bird sang.,choir,bird,14.534308433532715,4.844769477844238,3.329556465148926,3,EleutherAI/pythia-160m,32000,162322944
sing,False,Polysemy,sang,M1_b_M2_b,V,s1_prime,M1_b_M2_b,The choir sang.,The cricket sang.,The choir sang. The cricket sang.,The choir sang.,The cricket sang.,choir,cricket,21.891439199447632,7.297146399815877,3.730536699295044,3,EleutherAI/pythia-160m,32000,162322944
sing,True,Polysemy,sang,M1_a_M1_b,V,s1_prime,M1_a_M1_b,The girl sang.,The choir sang.,The girl sang. The choir sang.,The girl sang.,The choir sang.,girl,choir,12.207496285438538,4.069165428479512,3.431972026824951,3,EleutherAI/pythia-160m,32000,162322944
sing,True,Polysemy,sang,M2_a_M2_b,V,s1_prime,M2_a_M2_b,The bird sang.,The cricket sang.,The bird sang. The cricket sang.,The bird sang.,The cricket sang.,bird,cricket,15.64368200302124,5.214560667673747,2.7151567935943604,3,EleutherAI/pythia-160m,32000,162322944
spill,False,Polysemy,spilled,M1_a_M2_a,V,s1_prime,M1_a_M2_a,He spilled the drink.,He spilled the news.,He spilled the drink. He spilled the news.,He spilled the drink.,He spilled the news.,drink,news,18.607046902179718,4.6517617255449295,2.062023878097534,4,EleutherAI/pythia-160m,32000,162322944
spill,False,Polysemy,spilled,M1_a_M2_b,V,s1_prime,M1_a_M2_b,He spilled the drink.,He spilled the secret.,He spilled the drink. He spilled the secret.,He spilled the drink.,He spilled the secret.,drink,secret,18.347151339054108,4.586787834763527,2.648770332336426,4,EleutherAI/pythia-160m,32000,162322944
spill,False,Polysemy,spilled,M1_b_M2_a,V,s1_prime,M1_b_M2_a,He spilled the flour.,He spilled the news.,He spilled the flour. He spilled the news.,He spilled the flour.,He spilled the news.,flour,news,20.567806780338287,5.141951695084572,2.3423912525177,4,EleutherAI/pythia-160m,32000,162322944
spill,False,Polysemy,spilled,M1_b_M2_b,V,s1_prime,M1_b_M2_b,He spilled the flour.,He spilled the secret.,He spilled the flour. He spilled the secret.,He spilled the flour.,He spilled the secret.,flour,secret,17.857286751270294,4.4643216878175735,3.2191944122314453,4,EleutherAI/pythia-160m,32000,162322944
spill,True,Polysemy,spilled,M1_a_M1_b,V,s1_prime,M1_a_M1_b,He spilled the drink.,He spilled the flour.,He spilled the drink. He spilled the flour.,He spilled the drink.,He spilled the flour.,drink,flour,19.436027586460114,4.859006896615028,2.378833770751953,4,EleutherAI/pythia-160m,32000,162322944
spill,True,Polysemy,spilled,M2_a_M2_b,V,s1_prime,M2_a_M2_b,He spilled the news.,He spilled the secret.,He spilled the news. He spilled the secret.,He spilled the news.,He spilled the secret.,news,secret,18.931902706623077,4.732975676655769,2.8682384490966797,4,EleutherAI/pythia-160m,32000,162322944
stake,False,Polysemy,staked,M1_a_M2_a,V,s1_prime,M1_a_M2_a,He staked his horse.,He staked his name.,He staked his horse. He staked his name.,He staked his horse.,He staked his name.,horse,name,17.998695731163025,3.599739146232605,2.428450584411621,5,EleutherAI/pythia-160m,32000,162322944
stake,False,Polysemy,staked,M1_a_M2_b,V,s1_prime,M1_a_M2_b,He staked his horse.,He staked his claim.,He staked his horse. He staked his claim.,He staked his horse.,He staked his claim.,horse,claim,17.793296217918396,3.558659243583679,2.1529598236083984,5,EleutherAI/pythia-160m,32000,162322944
stake,False,Polysemy,staked,M1_b_M2_a,V,s1_prime,M1_b_M2_a,He staked his tent.,He staked his name.,He staked his tent. He staked his name.,He staked his tent.,He staked his name.,tent,name,18.781395196914673,3.7562790393829344,2.6090667247772217,5,EleutherAI/pythia-160m,32000,162322944
stake,False,Polysemy,staked,M1_b_M2_b,V,s1_prime,M1_b_M2_b,He staked his tent.,He staked his claim.,He staked his tent. He staked his claim.,He staked his tent.,He staked his claim.,tent,claim,16.145763874053955,3.229152774810791,2.108506202697754,5,EleutherAI/pythia-160m,32000,162322944
stake,True,Polysemy,staked,M1_a_M1_b,V,s1_prime,M1_a_M1_b,He staked his horse.,He staked his tent.,He staked his horse. He staked his tent.,He staked his horse.,He staked his tent.,horse,tent,18.044134974479675,3.608826994895935,2.0823092460632324,5,EleutherAI/pythia-160m,32000,162322944
stake,True,Polysemy,staked,M2_a_M2_b,V,s1_prime,M2_a_M2_b,He staked his name.,He staked his claim.,He staked his name. He staked his claim.,He staked his name.,He staked his claim.,name,claim,13.250325441360474,2.6500650882720946,2.131258487701416,5,EleutherAI/pythia-160m,32000,162322944
stall,False,Polysemy,stalled,M1_a_M2_a,V,s1_prime,M1_a_M2_a,They stalled the truck.,They stalled the horse.,They stalled the truck. They stalled the horse.,They stalled the truck.,They stalled the horse.,truck,horse,15.544486284255981,3.8861215710639954,1.8624441623687744,4,EleutherAI/pythia-160m,32000,162322944
stall,False,Polysemy,stalled,M1_a_M2_b,V,s1_prime,M1_a_M2_b,They stalled the truck.,They stalled the pig.,They stalled the truck. They stalled the pig.,They stalled the truck.,They stalled the pig.,truck,pig,19.711113214492798,4.9277783036231995,3.3436195850372314,4,EleutherAI/pythia-160m,32000,162322944
stall,False,Polysemy,stalled,M1_b_M2_a,V,s1_prime,M1_b_M2_a,They stalled the bus.,They stalled the horse.,They stalled the bus. They stalled the horse.,They stalled the bus.,They stalled the horse.,bus,horse,17.001993894577026,4.250498473644257,1.9177876710891724,4,EleutherAI/pythia-160m,32000,162322944
stall,False,Polysemy,stalled,M1_b_M2_b,V,s1_prime,M1_b_M2_b,They stalled the bus.,They stalled the pig.,They stalled the bus. They stalled the pig.,They stalled the bus.,They stalled the pig.,bus,pig,20.10935914516449,5.027339786291122,3.6147940158843994,4,EleutherAI/pythia-160m,32000,162322944
stall,True,Polysemy,stalled,M1_a_M1_b,V,s1_prime,M1_a_M1_b,They stalled the truck.,They stalled the bus.,They stalled the truck. They stalled the bus.,They stalled the truck.,They stalled the bus.,truck,bus,14.242027401924133,3.5605068504810333,1.8860427141189575,4,EleutherAI/pythia-160m,32000,162322944
stall,True,Polysemy,stalled,M2_a_M2_b,V,s1_prime,M2_a_M2_b,They stalled the horse.,They stalled the pig.,They stalled the horse. They stalled the pig.,They stalled the horse.,They stalled the pig.,horse,pig,16.453526496887207,4.113381624221802,2.6027698516845703,4,EleutherAI/pythia-160m,32000,162322944
stay,False,Polysemy,stayed,M1_a_M2_a,V,s1_prime,M1_a_M2_a,They stayed wet.,They stayed nearby.,They stayed wet. They stayed nearby.,They stayed wet.,They stayed nearby.,wet,nearby,14.462871789932251,4.82095726331075,1.3252694606781006,3,EleutherAI/pythia-160m,32000,162322944
stay,False,Polysemy,stayed,M1_a_M2_b,V,s1_prime,M1_a_M2_b,They stayed wet.,They stayed overnight.,They stayed wet. They stayed overnight.,They stayed wet.,They stayed overnight.,wet,overnight,14.036031723022461,4.678677241007487,1.693206787109375,3,EleutherAI/pythia-160m,32000,162322944
stay,False,Polysemy,stayed,M1_b_M2_a,V,s1_prime,M1_b_M2_a,They stayed cold.,They stayed nearby.,They stayed cold. They stayed nearby.,They stayed cold.,They stayed nearby.,cold,nearby,14.060278415679932,4.6867594718933105,1.3958592414855957,3,EleutherAI/pythia-160m,32000,162322944
stay,False,Polysemy,stayed,M1_b_M2_b,V,s1_prime,M1_b_M2_b,They stayed cold.,They stayed overnight.,They stayed cold. They stayed overnight.,They stayed cold.,They stayed overnight.,cold,overnight,13.9257652759552,4.641921758651733,1.7039053440093994,3,EleutherAI/pythia-160m,32000,162322944
stay,True,Polysemy,stayed,M1_a_M1_b,V,s1_prime,M1_a_M1_b,They stayed wet.,They stayed cold.,They stayed wet. They stayed cold.,They stayed wet.,They stayed cold.,wet,cold,9.289642572402954,3.096547524134318,1.4486839771270752,3,EleutherAI/pythia-160m,32000,162322944
stay,True,Polysemy,stayed,M2_a_M2_b,V,s1_prime,M2_a_M2_b,They stayed nearby.,They stayed overnight.,They stayed nearby. They stayed overnight.,They stayed nearby.,They stayed overnight.,nearby,overnight,12.511415004730225,4.170471668243408,1.7475085258483887,3,EleutherAI/pythia-160m,32000,162322944
tap,False,Homonymy,tapped,M1_a_M2_a,V,s1_prime,M1_a_M2_a,He tapped the keg.,He tapped the stick.,He tapped the keg. He tapped the stick.,He tapped the keg.,He tapped the stick.,keg,stick,12.956840455532074,3.2392101138830185,2.088805675506592,4,EleutherAI/pythia-160m,32000,162322944
tap,False,Homonymy,tapped,M1_a_M2_b,V,s1_prime,M1_a_M2_b,He tapped the keg.,He tapped the drums.,He tapped the keg. He tapped the drums.,He tapped the keg.,He tapped the drums.,keg,drums,14.7465038895607,3.686625972390175,1.3932663202285767,4,EleutherAI/pythia-160m,32000,162322944
tap,False,Homonymy,tapped,M1_b_M2_a,V,s1_prime,M1_b_M2_a,He tapped the beer.,He tapped the stick.,He tapped the beer. He tapped the stick.,He tapped the beer.,He tapped the stick.,beer,stick,15.728826463222504,3.932206615805626,2.0665669441223145,4,EleutherAI/pythia-160m,32000,162322944
tap,False,Homonymy,tapped,M1_b_M2_b,V,s1_prime,M1_b_M2_b,He tapped the beer.,He tapped the drums.,He tapped the beer. He tapped the drums.,He tapped the beer.,He tapped the drums.,beer,drums,17.325935184955597,4.331483796238899,1.4021333456039429,4,EleutherAI/pythia-160m,32000,162322944
tap,True,Homonymy,tapped,M1_a_M1_b,V,s1_prime,M1_a_M1_b,He tapped the keg.,He tapped the beer.,He tapped the keg. He tapped the beer.,He tapped the keg.,He tapped the beer.,keg,beer,11.140731751918793,2.785182937979698,1.987680435180664,4,EleutherAI/pythia-160m,32000,162322944
tap,True,Homonymy,tapped,M2_a_M2_b,V,s1_prime,M2_a_M2_b,He tapped the stick.,He tapped the drums.,He tapped the stick. He tapped the drums.,He tapped the stick.,He tapped the drums.,stick,drums,17.03571891784668,4.25892972946167,1.5388250350952148,4,EleutherAI/pythia-160m,32000,162322944
tape,False,Polysemy,tape,M1_a_M2_a,N,s1_prime,M1_a_M2_a,He used the scotch tape.,He used the interview tape.,He used the scotch tape. He used the interview tape.,He used the scotch tape.,He used the interview tape.,scotch,interview,20.114773869514465,4.022954773902893,2.6412086486816406,5,EleutherAI/pythia-160m,32000,162322944
tape,False,Polysemy,tape,M1_a_M2_b,N,s1_prime,M1_a_M2_b,He used the scotch tape.,He used the video tape.,He used the scotch tape. He used the video tape.,He used the scotch tape.,He used the video tape.,scotch,video,16.173290729522705,3.234658145904541,2.865543842315674,5,EleutherAI/pythia-160m,32000,162322944
tape,False,Polysemy,tape,M1_b_M2_a,N,s1_prime,M1_b_M2_a,He used the double-sided tape.,He used the interview tape.,He used the double-sided tape. He used the interview tape.,He used the double-sided tape.,He used the interview tape.,double-sided,interview,21.10210883617401,4.220421767234802,3.1919431686401367,5,EleutherAI/pythia-160m,32000,162322944
tape,False,Polysemy,tape,M1_b_M2_b,N,s1_prime,M1_b_M2_b,He used the double-sided tape.,He used the video tape.,He used the double-sided tape. He used the video tape.,He used the double-sided tape.,He used the video tape.,double-sided,video,17.229827284812927,3.4459654569625853,3.462538003921509,5,EleutherAI/pythia-160m,32000,162322944
tape,True,Polysemy,tape,M1_a_M1_b,N,s1_prime,M1_a_M1_b,He used the scotch tape.,He used the double-sided tape.,He used the scotch tape. He used the double-sided tape.,He used the scotch tape.,He used the double-sided tape.,scotch,double-sided,17.944750398397446,2.563535771199635,2.2477993965148926,7,EleutherAI/pythia-160m,32000,162322944
tape,True,Polysemy,tape,M2_a_M2_b,N,s1_prime,M2_a_M2_b,He used the interview tape.,He used the video tape.,He used the interview tape. He used the video tape.,He used the interview tape.,He used the video tape.,interview,video,16.165539026260376,3.233107805252075,3.451986312866211,5,EleutherAI/pythia-160m,32000,162322944
term,False,Polysemy,term,M1_a_M2_a,N,s1_prime,M1_a_M2_a,It was a winter term.,It was a legal term.,It was a winter term. It was a legal term.,It was a winter term.,It was a legal term.,winter,legal,14.034997344017029,2.8069994688034057,2.3898656368255615,5,EleutherAI/pythia-160m,32000,162322944
term,False,Polysemy,term,M1_a_M2_b,N,s1_prime,M1_a_M2_b,It was a winter term.,It was a technical term.,It was a winter term. It was a technical term.,It was a winter term.,It was a technical term.,winter,technical,14.198715597391129,2.839743119478226,2.562081813812256,5,EleutherAI/pythia-160m,32000,162322944
term,False,Polysemy,term,M1_b_M2_a,N,s1_prime,M1_b_M2_a,It was a fall term.,It was a legal term.,It was a fall term. It was a legal term.,It was a fall term.,It was a legal term.,fall,legal,13.426205098628998,2.6852410197257996,2.232978582382202,5,EleutherAI/pythia-160m,32000,162322944
term,False,Polysemy,term,M1_b_M2_b,N,s1_prime,M1_b_M2_b,It was a fall term.,It was a technical term.,It was a fall term. It was a technical term.,It was a fall term.,It was a technical term.,fall,technical,12.937583565711975,2.587516713142395,2.433310031890869,5,EleutherAI/pythia-160m,32000,162322944
term,True,Polysemy,term,M1_a_M1_b,N,s1_prime,M1_a_M1_b,It was a winter term.,It was a fall term.,It was a winter term. It was a fall term.,It was a winter term.,It was a fall term.,winter,fall,9.37868469953537,1.875736939907074,1.165741205215454,5,EleutherAI/pythia-160m,32000,162322944
term,True,Polysemy,term,M2_a_M2_b,N,s1_prime,M2_a_M2_b,It was a legal term.,It was a technical term.,It was a legal term. It was a technical term.,It was a legal term.,It was a technical term.,legal,technical,9.959489956498146,1.9918979912996293,2.1305127143859863,5,EleutherAI/pythia-160m,32000,162322944
tick,False,Homonymy,tick,M1_a_M2_a,N,s1_prime,M1_a_M2_a,It was a clock tick.,It was a parasitic tick.,It was a clock tick. It was a parasitic tick.,It was a clock tick.,It was a parasitic tick.,clock,parasitic,19.98032659292221,3.996065318584442,1.9297292232513428,5,EleutherAI/pythia-160m,32000,162322944
tick,False,Homonymy,tick,M1_a_M2_b,N,s1_prime,M1_a_M2_b,It was a clock tick.,It was a diseased tick.,It was a clock tick. It was a diseased tick.,It was a clock tick.,It was a diseased tick.,clock,diseased,21.63265985250473,4.326531970500946,1.6078426837921143,5,EleutherAI/pythia-160m,32000,162322944
tick,False,Homonymy,tick,M1_b_M2_a,N,s1_prime,M1_b_M2_a,It was an audible tick.,It was a parasitic tick.,It was an audible tick. It was a parasitic tick.,It was an audible tick.,It was a parasitic tick.,audible,parasitic,18.593421399593353,3.7186842799186706,2.0032401084899902,5,EleutherAI/pythia-160m,32000,162322944
tick,False,Homonymy,tick,M1_b_M2_b,N,s1_prime,M1_b_M2_b,It was an audible tick.,It was a diseased tick.,It was an audible tick. It was a diseased tick.,It was an audible tick.,It was a diseased tick.,audible,diseased,20.325868785381317,4.065173757076264,1.7747697830200195,5,EleutherAI/pythia-160m,32000,162322944
tick,True,Homonymy,tick,M1_a_M1_b,N,s1_prime,M1_a_M1_b,It was a clock tick.,It was an audible tick.,It was a clock tick. It was an audible tick.,It was a clock tick.,It was an audible tick.,clock,audible,15.792833864688873,3.1585667729377747,1.6849614381790161,5,EleutherAI/pythia-160m,32000,162322944
tick,True,Homonymy,tick,M2_a_M2_b,N,s1_prime,M2_a_M2_b,It was a parasitic tick.,It was a diseased tick.,It was a parasitic tick. It was a diseased tick.,It was a parasitic tick.,It was a diseased tick.,parasitic,diseased,16.412433624267578,3.2824867248535154,2.170572280883789,5,EleutherAI/pythia-160m,32000,162322944
tip,False,Homonymy,tip,M1_a_M2_a,N,s1_prime,M1_a_M2_a,It was a generous tip.,It was a pencil tip.,It was a generous tip. It was a pencil tip.,It was a generous tip.,It was a pencil tip.,generous,pencil,17.853182017803192,3.5706364035606386,1.588178038597107,5,EleutherAI/pythia-160m,32000,162322944
tip,False,Homonymy,tip,M1_a_M2_b,N,s1_prime,M1_a_M2_b,It was a generous tip.,It was a finger tip.,It was a generous tip. It was a finger tip.,It was a generous tip.,It was a finger tip.,generous,finger,18.319263875484467,3.663852775096893,1.9898453950881958,5,EleutherAI/pythia-160m,32000,162322944
tip,False,Homonymy,tip,M1_b_M2_a,N,s1_prime,M1_b_M2_a,It was a stingy tip.,It was a pencil tip.,It was a stingy tip. It was a pencil tip.,It was a stingy tip.,It was a pencil tip.,stingy,pencil,17.380054652690887,3.4760109305381777,1.568122386932373,5,EleutherAI/pythia-160m,32000,162322944
tip,False,Homonymy,tip,M1_b_M2_b,N,s1_prime,M1_b_M2_b,It was a stingy tip.,It was a finger tip.,It was a stingy tip. It was a finger tip.,It was a stingy tip.,It was a finger tip.,stingy,finger,17.80671137571335,3.5613422751426698,1.9238038063049316,5,EleutherAI/pythia-160m,32000,162322944
tip,True,Homonymy,tip,M1_a_M1_b,N,s1_prime,M1_a_M1_b,It was a generous tip.,It was a stingy tip.,It was a generous tip. It was a stingy tip.,It was a generous tip.,It was a stingy tip.,generous,stingy,16.6276336312294,2.7712722718715668,1.63666832447052,6,EleutherAI/pythia-160m,32000,162322944
tip,True,Homonymy,tip,M2_a_M2_b,N,s1_prime,M2_a_M2_b,It was a pencil tip.,It was a finger tip.,It was a pencil tip. It was a finger tip.,It was a pencil tip.,It was a finger tip.,pencil,finger,12.61182177066803,2.522364354133606,1.2688020467758179,5,EleutherAI/pythia-160m,32000,162322944
title,False,Polysemy,title,M1_a_M2_a,N,s1_prime,M1_a_M2_a,She liked the essay title.,She liked the academic title.,She liked the essay title. She liked the academic title.,She liked the essay title.,She liked the academic title.,essay,academic,15.976025998592377,3.195205199718475,1.8372910022735596,5,EleutherAI/pythia-160m,32000,162322944
title,False,Polysemy,title,M1_a_M2_b,N,s1_prime,M1_a_M2_b,She liked the essay title.,She liked the professional title.,She liked the essay title. She liked the professional title.,She liked the essay title.,She liked the professional title.,essay,professional,19.607381403446198,3.9214762806892396,1.949865698814392,5,EleutherAI/pythia-160m,32000,162322944
title,False,Polysemy,title,M1_b_M2_a,N,s1_prime,M1_b_M2_a,She liked the poem title.,She liked the academic title.,She liked the poem title. She liked the academic title.,She liked the poem title.,She liked the academic title.,poem,academic,19.85626322031021,3.971252644062042,2.0766847133636475,5,EleutherAI/pythia-160m,32000,162322944
title,False,Polysemy,title,M1_b_M2_b,N,s1_prime,M1_b_M2_b,She liked the poem title.,She liked the professional title.,She liked the poem title. She liked the professional title.,She liked the poem title.,She liked the professional title.,poem,professional,21.637199699878693,4.327439939975738,2.177605152130127,5,EleutherAI/pythia-160m,32000,162322944
title,True,Polysemy,title,M1_a_M1_b,N,s1_prime,M1_a_M1_b,She liked the essay title.,She liked the poem title.,She liked the essay title. She liked the poem title.,She liked the essay title.,She liked the poem title.,essay,poem,14.392639815807343,2.8785279631614684,2.029006004333496,5,EleutherAI/pythia-160m,32000,162322944
title,True,Polysemy,title,M2_a_M2_b,N,s1_prime,M2_a_M2_b,She liked the academic title.,She liked the professional title.,She liked the academic title. She liked the professional title.,She liked the academic title.,She liked the professional title.,academic,professional,14.888043344020844,2.9776086688041685,1.764285683631897,5,EleutherAI/pythia-160m,32000,162322944
toast,False,Homonymy,toasted,M1_a_M2_a,V,s1_prime,M1_a_M2_a,They toasted the bread.,They toasted the host.,They toasted the bread. They toasted the host.,They toasted the bread.,They toasted the host.,bread,host,19.32252675294876,4.83063168823719,3.0231313705444336,4,EleutherAI/pythia-160m,32000,162322944
toast,False,Homonymy,toasted,M1_a_M2_b,V,s1_prime,M1_a_M2_b,They toasted the bread.,They toasted the bride.,They toasted the bread. They toasted the bride.,They toasted the bread.,They toasted the bride.,bread,bride,18.091303646564484,4.522825911641121,2.2955150604248047,4,EleutherAI/pythia-160m,32000,162322944
toast,False,Homonymy,toasted,M1_b_M2_a,V,s1_prime,M1_b_M2_a,They toasted the strudel.,They toasted the host.,They toasted the strudel. They toasted the host.,They toasted the strudel.,They toasted the host.,strudel,host,17.210584342479706,4.3026460856199265,2.9026336669921875,4,EleutherAI/pythia-160m,32000,162322944
toast,False,Homonymy,toasted,M1_b_M2_b,V,s1_prime,M1_b_M2_b,They toasted the strudel.,They toasted the bride.,They toasted the strudel. They toasted the bride.,They toasted the strudel.,They toasted the bride.,strudel,bride,15.64595502614975,3.9114887565374374,2.3072922229766846,4,EleutherAI/pythia-160m,32000,162322944
toast,True,Homonymy,toasted,M1_a_M1_b,V,s1_prime,M1_a_M1_b,They toasted the bread.,They toasted the strudel.,They toasted the bread. They toasted the strudel.,They toasted the bread.,They toasted the strudel.,bread,strudel,17.936502248048782,2.9894170413414636,2.4049935340881348,6,EleutherAI/pythia-160m,32000,162322944
toast,True,Homonymy,toasted,M2_a_M2_b,V,s1_prime,M2_a_M2_b,They toasted the host.,They toasted the bride.,They toasted the host. They toasted the bride.,They toasted the host.,They toasted the bride.,host,bride,14.820469737052917,3.7051174342632294,2.213066577911377,4,EleutherAI/pythia-160m,32000,162322944
toll,False,Homonymy,toll,M1_a_M2_a,N,s1_prime,M1_a_M2_a,It was a costly toll.,It was a loud toll.,It was a costly toll. It was a loud toll.,It was a costly toll.,It was a loud toll.,costly,loud,15.892984867095947,3.1785969734191895,1.7323187589645386,5,EleutherAI/pythia-160m,32000,162322944
toll,False,Homonymy,toll,M1_a_M2_b,N,s1_prime,M1_a_M2_b,It was a costly toll.,It was a bell toll.,It was a costly toll. It was a bell toll.,It was a costly toll.,It was a bell toll.,costly,bell,16.001859426498413,3.2003718852996825,1.9386616945266724,5,EleutherAI/pythia-160m,32000,162322944
toll,False,Homonymy,toll,M1_b_M2_a,N,s1_prime,M1_b_M2_a,It was a road toll.,It was a loud toll.,It was a road toll. It was a loud toll.,It was a road toll.,It was a loud toll.,road,loud,16.1510226726532,3.23020453453064,1.882271409034729,5,EleutherAI/pythia-160m,32000,162322944
toll,False,Homonymy,toll,M1_b_M2_b,N,s1_prime,M1_b_M2_b,It was a road toll.,It was a bell toll.,It was a road toll. It was a bell toll.,It was a road toll.,It was a bell toll.,road,bell,13.958855748176575,2.791771149635315,1.9409613609313965,5,EleutherAI/pythia-160m,32000,162322944
toll,True,Homonymy,toll,M1_a_M1_b,N,s1_prime,M1_a_M1_b,It was a costly toll.,It was a road toll.,It was a costly toll. It was a road toll.,It was a costly toll.,It was a road toll.,costly,road,13.233090162277222,2.6466180324554442,1.7067707777023315,5,EleutherAI/pythia-160m,32000,162322944
toll,True,Homonymy,toll,M2_a_M2_b,N,s1_prime,M2_a_M2_b,It was a loud toll.,It was a bell toll.,It was a loud toll. It was a bell toll.,It was a loud toll.,It was a bell toll.,loud,bell,11.290372788906097,2.2580745577812196,1.8809105157852173,5,EleutherAI/pythia-160m,32000,162322944
track,False,Polysemy,tracks,M1_a_M2_a,N,s1_prime,M1_a_M2_a,She saw the train tracks.,She saw the moose tracks.,She saw the train tracks. She saw the moose tracks.,She saw the train tracks.,She saw the moose tracks.,train,moose,18.395420849323273,3.0659034748872123,1.9422484636306763,6,EleutherAI/pythia-160m,32000,162322944
track,False,Polysemy,tracks,M1_a_M2_b,N,s1_prime,M1_a_M2_b,She saw the train tracks.,She saw the snowshoe tracks.,She saw the train tracks. She saw the snowshoe tracks.,She saw the train tracks.,She saw the snowshoe tracks.,train,snowshoe,23.196366250514984,3.3137666072164262,2.06350040435791,7,EleutherAI/pythia-160m,32000,162322944
track,False,Polysemy,tracks,M1_b_M2_a,N,s1_prime,M1_b_M2_a,She saw the trolley tracks.,She saw the moose tracks.,She saw the trolley tracks. She saw the moose tracks.,She saw the trolley tracks.,She saw the moose tracks.,trolley,moose,18.704724729061127,3.1174541215101876,1.8596038818359375,6,EleutherAI/pythia-160m,32000,162322944
track,False,Polysemy,tracks,M1_b_M2_b,N,s1_prime,M1_b_M2_b,She saw the trolley tracks.,She saw the snowshoe tracks.,She saw the trolley tracks. She saw the snowshoe tracks.,She saw the trolley tracks.,She saw the snowshoe tracks.,trolley,snowshoe,23.16009134054184,3.3085844772202626,1.9167137145996094,7,EleutherAI/pythia-160m,32000,162322944
track,True,Polysemy,tracks,M1_a_M1_b,N,s1_prime,M1_a_M1_b,She saw the train tracks.,She saw the trolley tracks.,She saw the train tracks. She saw the trolley tracks.,She saw the train tracks.,She saw the trolley tracks.,train,trolley,15.533843323588371,2.2191204747983386,2.326547622680664,7,EleutherAI/pythia-160m,32000,162322944
track,True,Polysemy,tracks,M2_a_M2_b,N,s1_prime,M2_a_M2_b,She saw the moose tracks.,She saw the snowshoe tracks.,She saw the moose tracks. She saw the snowshoe tracks.,She saw the moose tracks.,She saw the snowshoe tracks.,moose,snowshoe,22.59352672100067,3.227646674428667,1.8243441581726074,7,EleutherAI/pythia-160m,32000,162322944
